0.000	481
0.101	481
0.201	481
0.301	482
0.402	482
0.502	482
0.603	482
0.704	482
0.804	482
0.904	482
1.005	482
1.105	482
1.206	482
1.306	482
1.406	482
1.508	482
1.608	483
1.708	482
1.809	482
1.909	482
2.009	482
2.110	483
2.210	482
2.311	482
2.412	482
2.512	483
2.612	482
2.713	483
2.813	483
2.914	485
3.014	487
3.115	505
3.216	551
3.316	598
3.416	637
3.517	667
3.617	690
3.717	709
3.818	725
3.918	737
4.019	748
4.120	756
4.220	763
4.321	770
4.421	776
4.521	780
4.622	785
4.722	788
4.823	791
4.924	793
5.024	795
5.124	797
5.225	798
5.325	800
5.425	802
5.526	803
5.627	805
5.727	806
5.828	807
5.928	808
6.029	809
6.129	811
6.229	811
6.330	811
6.430	813
6.531	814
6.632	817
6.732	818
6.832	820
6.933	822
7.033	824
7.133	825
7.234	825
7.335	825
7.436	826
7.536	827
7.636	828
7.737	828
7.837	828
7.937	829
8.038	829
8.139	830
8.239	831
8.340	831
8.440	832
8.540	832
8.641	832
8.741	832
8.841	834
8.942	833
9.043	834
9.144	835
9.244	835
9.344	835
9.445	835
9.545	835
9.645	836
9.747	836
9.847	836
9.947	837
10.048	836
10.148	837
10.248	838
10.349	838
10.450	838
10.551	837
10.651	837
10.751	839
10.852	839
10.952	838
11.053	838
11.154	839
11.254	838
11.354	839
11.455	839
11.555	839
11.656	839
11.757	839
11.857	839
11.958	839
12.058	839
12.158	839
12.260	840
12.360	840
12.460	839
12.561	840
12.661	840
12.761	840
12.863	840
12.963	840
13.063	840
13.164	840
13.264	840
13.364	840
13.465	841
13.566	841
13.667	840
13.767	840
13.867	840
13.968	840
14.068	840
14.169	841
14.270	841
14.370	840
14.470	841
14.571	840
14.671	841
14.772	840
14.873	841
14.973	841
15.074	840
15.174	840
15.274	841
15.376	840
15.476	841
15.576	841
15.677	841
15.777	840
15.877	840
15.979	841
16.079	841
16.179	841
16.280	840
16.380	840
16.481	841
16.582	842
16.682	841
16.783	841
16.883	841
16.983	841
17.084	841
17.184	842
17.285	842
17.386	842
17.486	842
17.586	842
17.687	841
17.787	841
17.889	841
17.989	841
18.089	841
18.190	841
18.290	841
18.390	841
18.492	842
18.592	841
18.692	842
18.793	841
18.893	841
18.993	841
19.095	842
19.195	842
19.295	842
19.396	842
19.496	841
19.597	841
19.697	842
19.798	842
19.899	842
19.999	841
20.099	842
20.200	842
20.300	842
20.401	842
20.502	842
20.602	842
20.702	842
20.803	842
20.903	842
21.005	841
21.105	842
21.205	842
21.306	842
21.406	842
21.506	842
21.608	842
21.708	841
21.808	841
21.909	841
22.009	842
22.109	842
22.211	841
22.311	841
22.412	841
22.512	842
22.612	841
22.713	842
22.814	842
22.914	841
23.015	842
23.115	841
23.215	841
23.316	841
23.416	841
23.517	842
23.618	841
23.718	841
23.819	841
23.919	841
24.019	841
24.121	841
24.221	841
24.321	841
24.422	842
24.522	841
24.622	842
24.724	841
24.824	841
24.924	841
25.025	841
25.125	841
25.225	841
25.327	841
25.427	842
25.528	841
25.628	842
25.728	841
25.829	842
25.930	842
26.030	842
26.131	841
26.231	842
26.331	841
26.432	841
26.532	841
26.633	842
26.734	841
26.834	841
26.935	842
27.035	841
27.135	841
27.237	841
27.337	842
27.437	841
27.538	841
27.638	841
27.738	842
27.840	841
27.940	842
28.040	842
28.141	841
28.241	841
28.342	842
28.443	841
28.543	841
28.644	841
28.744	842
28.844	841
28.945	841
29.046	841
29.146	841
29.247	841
29.347	842
29.447	841
29.548	841
29.648	841
29.750	842
29.850	841
29.950	841
30.051	841
30.151	841
30.251	840
30.353	841
30.453	841
30.553	841
30.654	841
30.754	841
30.854	840
30.956	841
31.056	841
31.156	841
31.257	840
31.357	841
31.458	840
31.559	840
31.659	841
31.760	841
31.860	840
31.960	841
32.061	841
32.162	840
32.262	840
32.363	841
32.463	841
32.563	840
32.664	840
32.764	840
32.866	840
32.966	841
33.066	840
33.167	840
33.267	841
33.367	840
33.469	840
33.569	841
33.669	840
33.770	841
33.870	841
33.970	840
34.072	840
34.172	841
34.273	840
34.373	841
34.473	841
34.574	840
34.675	840
34.775	841
34.876	840
34.976	840
35.076	840
35.177	840
35.278	840
35.378	840
35.479	840
35.579	840
35.679	840
35.780	841
35.880	840
35.982	840
36.082	840
36.182	840
36.283	840
36.383	839
36.483	840
36.585	840
36.685	840
36.785	840
36.886	839
36.986	839
37.086	840
37.188	839
37.288	839
37.389	839
37.489	839
37.589	840
37.690	840
37.791	840
37.891	840
37.992	839
38.092	840
38.192	839
38.293	840
38.394	840
38.494	839
38.595	840
38.695	840
38.796	839
38.896	839
38.997	839
39.098	840
39.198	840
39.298	840
39.399	840
39.499	839
39.600	839
39.701	840
39.801	840
39.901	839
40.002	840
40.102	839
40.203	839
40.304	839
40.404	840
40.505	840
40.605	839
40.705	839
40.806	839
40.907	839
41.007	839
41.108	839
41.208	840
41.308	839
41.409	839
41.510	840
41.611	839
41.711	839
41.811	839
41.912	839
42.012	839
42.113	839
42.214	839
42.314	839
42.414	839
42.515	839
42.615	839
42.716	839
42.817	839
42.917	839
43.017	839
43.118	839
43.218	839
43.319	839
43.420	839
43.520	839
43.621	839
43.721	839
43.821	839
43.922	839
44.023	839
44.123	838
44.224	838
44.324	838
44.424	839
44.525	839
44.626	839
44.727	838
44.827	839
44.927	839
45.028	838
45.128	839
45.229	838
45.330	839
45.430	838
45.530	838
45.631	838
45.731	838
45.832	838
45.933	838
46.033	838
46.134	839
46.234	838
46.334	838
46.436	838
46.536	838
46.636	838
46.737	838
46.837	837
46.937	837
47.038	837
47.139	837
47.239	838
47.340	838
47.440	837
47.540	837
47.641	838
47.742	838
47.843	838
47.943	837
48.043	837
48.144	838
48.244	838
48.345	837
48.446	838
48.546	838
48.646	838
48.747	837
48.847	837
48.948	837
49.049	837
49.149	838
49.250	837
49.350	838
49.450	838
49.552	838
49.652	838
49.752	836
49.853	837
49.953	837
50.053	837
50.155	837
50.255	837
50.355	837
50.456	837
50.556	837
50.657	836
50.758	837
50.858	837
50.959	837
51.059	837
