51.159	837
51.260	837
51.361	837
51.461	837
51.562	837
51.662	837
51.762	838
51.863	837
51.963	837
52.065	837
52.165	838
52.265	837
52.366	837
52.466	837
52.566	836
52.668	837
52.768	837
52.868	837
52.969	838
53.069	837
53.169	837
53.271	837
53.371	837
53.471	837
53.572	837
53.672	837
53.773	837
53.874	837
53.974	837
54.075	837
54.175	837
54.275	837
54.376	836
54.477	837
54.577	837
54.678	837
54.778	837
54.878	837
54.979	837
55.079	836
55.181	837
55.281	837
55.381	837
55.482	837
55.582	837
55.682	836
55.784	837
55.884	837
55.984	837
56.085	837
56.185	836
56.285	836
56.387	836
56.487	837
56.588	836
56.688	837
56.788	837
56.889	836
56.990	837
57.090	836
57.191	837
57.291	836
57.391	837
57.492	837
57.593	836
57.693	836
57.794	837
57.894	836
57.995	837
58.095	835
58.196	836
58.297	836
58.397	837
58.497	836
58.598	836
58.698	837
58.799	836
58.900	836
59.000	836
59.100	836
59.201	836
59.301	836
59.403	836
59.503	836
59.603	836
59.704	836
59.804	836
59.904	836
60.005	837
60.106	835
60.206	837
60.307	836
60.407	836
60.507	836
60.608	836
60.709	835
60.809	835
60.910	836
61.010	836
61.111	836
61.211	836
61.312	836
61.413	835
61.513	836
61.613	835
61.714	836
61.814	835
61.915	836
62.016	836
62.116	835
62.216	835
62.317	836
62.417	836
62.519	835
62.619	836
62.719	836
62.820	835
62.920	836
63.020	836
63.122	835
63.222	835
63.322	835
63.423	835
63.523	835
63.623	835
63.725	836
63.825	835
63.926	836
64.026	836
64.126	836
64.227	836
64.328	835
64.428	836
64.529	836
64.629	835
64.729	835
64.830	835
64.930	836
65.031	836
65.132	835
65.232	835
65.332	835
65.433	835
65.533	835
65.635	835
65.735	835
65.835	835
65.936	835
66.036	834
66.136	834
66.238	836
66.338	834
66.438	835
66.539	835
66.639	834
66.739	835
66.841	834
66.941	835
67.042	835
67.142	835
67.242	835
67.343	835
67.444	835
67.544	835
67.645	835
67.745	834
67.845	834
67.946	834
68.047	834
68.147	834
68.248	834
68.348	834
68.449	834
68.549	835
68.650	833
68.751	834
68.851	834
68.951	834
69.052	834
69.152	834
69.253	833
69.354	834
69.454	834
69.554	834
69.655	834
69.755	833
69.855	834
69.957	834
70.057	834
70.158	834
70.258	834
70.358	834
70.459	833
70.560	834
70.660	834
70.761	834
70.861	833
70.961	833
71.062	834
71.163	834
71.263	834
71.364	833
71.464	833
71.565	834
71.665	834
71.766	834
71.867	833
71.967	833
72.067	834
72.168	833
72.268	833
72.369	833
72.470	834
72.570	834
72.670	834
72.771	833
72.871	834
72.973	834
73.073	833
73.173	833
73.274	833
73.374	834
73.474	834
73.576	834
73.676	833
73.776	834
73.877	834
73.977	834
74.077	833
74.179	833
74.279	834
74.380	833
74.480	833
74.580	833
74.681	834
74.782	834
74.882	833
74.983	832
75.083	834
75.183	833
75.284	833
75.385	833
75.485	833
75.586	832
75.686	833
75.787	833
75.887	833
75.988	833
76.089	833
76.189	833
76.289	833
76.390	833
76.490	833
76.591	833
76.692	834
76.792	833
76.892	833
76.993	833
77.093	833
77.195	833
77.295	833
77.395	833
77.496	833
77.596	833
77.696	832
77.798	833
77.898	833
77.998	833
78.099	833
78.199	833
78.299	833
78.400	833
78.501	833
78.601	833
78.702	832
78.802	833
78.903	833
79.003	833
79.104	832
79.205	832
79.305	833
79.405	832
79.506	833
79.606	833
79.707	833
79.808	832
79.908	833
80.008	833
80.109	833
80.209	833
80.311	833
80.411	832
80.511	832
80.612	832
80.712	832
80.812	832
80.914	833
81.014	832
81.114	833
81.215	832
81.315	833
81.415	833
81.517	832
81.617	833
81.718	832
81.818	833
81.918	833
82.019	833
82.120	833
82.220	833
82.321	832
82.421	833
82.521	833
82.622	832
82.722	832
82.823	832
82.924	833
83.024	833
83.124	833
83.225	833
83.325	832
83.427	832
83.527	832
83.627	833
83.728	833
83.828	833
83.928	833
84.030	831
84.130	833
84.230	833
84.331	832
84.431	833
84.531	833
84.633	832
84.733	832
84.834	832
84.934	833
85.034	832
85.135	832
85.236	832
85.336	832
85.437	832
85.537	832
85.637	832
85.738	832
85.839	832
85.939	832
86.040	831
86.140	832
86.241	832
86.341	832
86.441	832
86.543	832
86.643	832
86.743	833
86.844	832
86.944	832
87.044	832
87.146	831
87.246	832
87.346	833
87.447	832
87.547	832
87.647	832
87.749	832
87.849	831
87.950	832
88.050	832
88.150	831
88.251	832
88.352	832
88.452	832
88.553	832
88.653	832
88.753	832
88.854	831
88.955	832
89.055	832
89.156	832
89.256	832
89.357	832
89.457	831
89.558	832
89.659	832
89.759	831
89.859	832
89.960	832
90.060	832
90.161	832
90.262	832
90.362	831
90.462	832
90.563	831
90.663	831
90.765	831
90.865	832
90.965	831
91.066	832
91.166	831
91.266	832
91.367	831
91.468	831
91.568	831
91.669	832
91.769	832
91.869	831
91.970	832
92.071	831
92.172	832
92.272	832
92.372	831
92.473	831
92.573	831
92.674	832
92.775	832
92.875	831
92.975	831
93.076	832
93.176	832
93.277	832
93.378	831
93.478	831
93.579	831
93.679	832
93.779	831
93.881	831
93.981	832
94.081	831
94.182	831
94.282	831
94.382	831
94.484	831
94.584	831
94.684	831
94.785	831
94.885	831
94.985	831
95.087	830
95.187	831
95.288	831
95.388	831
95.488	831
95.589	831
95.690	831
95.790	831
95.891	831
95.991	831
96.091	830
96.192	831
96.293	830
96.393	831
96.494	830
96.594	830
96.695	831
96.795	831
96.896	830
96.997	830
97.097	830
97.197	831
97.298	830
97.398	830
97.499	831
97.600	831
97.700	831
97.800	831
97.901	831
98.001	830
98.102	831
98.203	831
98.303	830
98.404	831
98.504	831
98.604	831
98.705	831
98.806	831
98.906	830
99.007	830
99.107	831
99.207	831
99.308	831
99.409	831
99.510	830
99.610	830
99.710	831
99.811	831
99.912	831
100.012	831
100.113	830
100.213	830
100.313	830
100.415	830
